Sort,Year,COUNTY,CountyFIPS,Chlamydia_Count,Chlamydia_Rate,Chlamydia_RankByCount,Chlamydia_RankByRate,Gonorrhea_Count,Gonorrhea_Rate,Gonorrhea_RankByCount,Gonorrhea_RankByRate,Early_Syphilis_Count,Early_Syphilis_Rate,Early_Syphilis_RankByCount,Early_Syphilis_RankByRate
22,2003,DU PAGE,17043,939,103.9,10,70,209,23.1,13,60,18,2,2,8
23,2003,EDGAR,17045,17,86.3,57,79,0,0,45,86,0,0,11,16
24,2003,EDWARDS,17047,3,43,67,98,0,0,45,86,0,0,11,16
25,2003,EFFINGHAM,17049,46,134.3,38,56,2,5.8,43,83,0,0,11,16
26,2003,FAYETTE,17051,18,82.6,56,82,3,13.8,42,73,0,0,11,16
27,2003,FORD,17053,18,126.4,56,61,1,7,44,79,0,0,11,16
28,2003,FRANKLIN,17055,43,110.2,39,68,9,23.1,37,60,0,0,11,16
29,2003,FULTON,17057,62,162.1,35,43,12,31.4,34,46,0,0,11,16
30,2003,GALLATIN,17059,1,15.5,68,101,0,0,45,86,0,0,11,16
31,2003,GREENE,17061,19,128.7,55,60,4,27.1,41,54,0,0,11,16
32,2003,GRUNDY,17063,28,74.6,49,85,6,16,39,71,0,0,11,16
33,2003,HAMILTON,17065,6,69.6,65,90,0,0,45,86,0,0,11,16
34,2003,HANCOCK,17067,13,64.6,60,92,2,9.9,43,76,0,0,11,16
35,2003,HARDIN,17069,6,125,65,62,0,0,45,86,0,0,11,16
36,2003,HENDERSON,17071,8,97.4,63,75,2,24.4,43,57,0,0,11,16
37,2003,HENRY,17073,83,162.7,30,42,21,41.2,30,37,0,0,11,16
38,2003,IROQUOIS,17075,30,95.7,47,76,10,31.9,36,45,0,0,11,16
39,2003,JACKSON,17077,295,494.9,18,10,92,154.3,17,15,1,1.7,10,9
40,2003,JASPER,17079,7,69.2,64,91,2,19.8,43,65,0,0,11,16
41,2003,JEFFERSON,17081,72,179.8,33,37,20,49.9,31,32,0,0,11,16
42,2003,JERSEY,17083,38,175.4,40,39,7,32.3,38,43,0,0,11,16
43,2003,JO DAVIESS,17085,23,103.2,52,71,2,9,43,77,0,0,11,16
44,2003,JOHNSON,17087,14,108.7,59,69,5,38.8,40,38,0,0,11,16
45,2003,KANE,17089,944,233.6,9,26,276,68.3,11,25,9,2.2,7,7
46,2003,KANKAKEE,17091,506,487.3,14,11,171,164.7,15,11,1,1,10,12
47,2003,KENDALL,17093,68,124.7,34,63,12,22,34,61,0,0,11,16
48,2003,KNOX,17095,155,277.6,24,20,87,155.8,18,14,0,0,11,16
50,2003,LA SALLE,17099,170,152.5,22,50,56,50.2,21,31,0,0,11,16
49,2003,LAKE,17097,1631,253.1,3,24,380,59,9,27,11,1.7,6,9
51,2003,LAWRENCE,17101,13,84.1,60,80,1,6.5,44,81,0,0,11,16
52,2003,LEE,17103,59,163.6,36,41,14,38.8,33,38,0,0,11,16
53,2003,LIVINGSTON,17105,109,274.7,26,21,22,55.4,29,29,0,0,11,16
54,2003,LOGAN,17107,49,157.1,37,47,9,28.9,37,50,0,0,11,16
61,2003,MACON,17115,628,547.5,12,8,418,364.4,7,2,1,0.9,10,13
62,2003,MACOUPIN,17117,68,138.7,34,54,18,36.7,32,39,0,0,11,16
63,2003,MADISON,17119,585,225.9,13,27,243,93.8,12,19,12,4.6,5,5
64,2003,MARION,17121,75,179.9,32,36,30,72,25,23,0,0,11,16
55,2003,MARSHALL,17123,7,53.1,64,96,1,7.6,44,78,0,0,11,16
56,2003,MASON,17125,19,118.5,55,66,4,24.9,41,56,0,0,11,16
57,2003,MASSAC,17127,34,224.3,43,28,11,72.6,35,22,0,0,11,16
58,2003,MC DONOUGH,17109,90,273.4,28,22,10,30.4,36,47,0,0,11,16
59,2003,MC HENRY,17111,192,73.8,19,87,50,19.2,22,66,1,0.4,10,15
60,2003,MC LEAN,17113,482,320.4,15,19,183,121.6,14,17,0,0,11,16
65,2003,MENARD,17129,22,176.2,53,38,11,88.1,35,21,0,0,11,16
66,2003,MERCER,17131,20,117.9,54,67,1,5.9,44,82,0,0,11,16
67,2003,MONROE,17133,23,83.3,52,81,3,10.9,42,75,0,0,11,16
68,2003,MONTGOMERY,17135,49,159.9,37,45,11,35.9,35,40,1,3.3,10,6
69,2003,MORGAN,17137,120,327.7,25,17,37,101,23,18,0,0,11,16
70,2003,MOULTRIE,17139,19,133,55,57,7,49,38,33,0,0,11,16
71,2003,OGLE,17141,81,158.7,31,46,14,27.4,33,53,0,0,11,16
72,2003,PEORIA,17143,1045,569.7,7,5,548,298.7,5,6,1,0.5,10,14
73,2003,PERRY,17145,43,186.2,39,33,5,21.7,40,63,0,0,11,16
74,2003,PIATT,17147,20,122.2,54,64,4,24.4,41,57,0,0,11,16
75,2003,PIKE,17149,25,143.8,51,52,0,0,45,86,0,0,11,16
76,2003,POPE,17151,32,725.1,45,2,7,158.6,38,13,0,0,11,16
77,2003,PULASKI,17153,34,462.7,43,12,23,313,28,5,0,0,11,16
78,2003,PUTNAM,17155,8,131.4,63,59,0,0,45,86,0,0,11,16
79,2003,RANDOLPH,17157,75,221.3,32,29,18,53.1,32,30,0,0,11,16
80,2003,RICHLAND,17159,12,74.3,61,86,3,18.6,42,67,0,0,11,16
81,2003,ROCK ISLAND,17161,680,455.2,11,13,299,200.2,10,10,0,0,11,16
84,2003,SALINE,17165,37,138.4,41,55,7,26.2,38,55,0,0,11,16
85,2003,SANGAMON,17167,1028,544.1,8,9,675,357.2,4,3,0,0,11,16
86,2003,SCHUYLER,17169,1,13.9,68,102,2,27.8,43,52,0,0,11,16
87,2003,SCOTT,17171,8,144.5,63,51,1,18.1,44,68,0,0,11,16
82,2003,SHELBY,17173,14,61.2,59,95,3,13.1,42,74,0,0,11,16
83,2003,ST. CLAIR,17163,1713,668.9,2,3,876,342.1,2,4,12,4.7,5,4
88,2003,STARK,17175,5,79,66,83,0,0,45,86,0,0,11,16
89,2003,STEPHENSON,17177,179,365.5,20,15,73,149,19,16,0,0,11,16
90,2003,TAZEWELL,17179,170,132.3,22,58,56,43.6,21,35,0,0,11,16
91,2003,UNION,17181,33,180.4,44,35,4,21.9,41,62,0,0,11,16
92,2003,VERMILION,17183,359,427.8,16,14,137,163.3,16,12,15,17.9,3,1
93,2003,WABASH,17185,13,100.5,60,74,0,0,45,86,0,0,11,16
94,2003,WARREN,17187,30,160.1,47,44,11,58.7,35,28,0,0,11,16
95,2003,WASHINGTON,17189,5,33,66,100,1,6.6,44,80,0,0,11,16
96,2003,WAYNE,17191,11,64.1,62,93,1,5.8,44,83,0,0,11,16
97,2003,WHITE,17193,26,169.1,50,40,1,6.5,44,81,0,0,11,16
98,2003,WHITESIDE,17195,163,268.7,23,23,21,34.6,30,41,0,0,11,16
99,2003,WILL,17197,1057,210.4,6,32,446,88.8,6,20,7,1.4,8,10
100,2003,WILLIAMSON,17199,86,140.3,29,53,26,42.4,26,36,0,0,11,16
101,2003,WINNEBAGO,17201,1544,554.6,4,6,678,243.5,3,8,14,5,4,3
102,2003,WOODFORD,17203,28,78.9,49,84,5,14.1,40,72,0,0,11,16
1,2004,ADAMS,17001,126,184.5,27,42,57,83.5,20,25,0,0,9,17
2,2004,ALEXANDER,17003,71,740.4,35,2,42,438,24,1,0,0,9,17
3,2004,BOND,17005,32,181.5,51,43,9,51,39,33,0,0,9,17
4,2004,BOONE,17007,59,141.2,41,59,11,26.3,37,52,0,0,9,17
5,2004,BROWN,17009,16,230.2,64,29,4,57.6,44,29,0,0,9,17
6,2004,BUREAU,17011,31,87.3,52,83,6,16.9,42,68,0,0,9,17
7,2004,CALHOUN,17013,6,118,72,67,1,19.7,47,64,0,0,9,17
8,2004,CARROLL,17015,13,78,67,88,1,6,47,88,0,0,9,17
9,2004,CASS,17017,27,197.2,55,36,4,29.2,44,48,0,0,9,17
10,2004,CHAMPAIGN,17019,1202,669,6,5,468,260.5,6,7,1,0.6,8,15
11,2004,CHRISTIAN,17021,34,96.1,49,78,9,25.4,39,54,0,0,9,17
12,2004,CLARK,17023,15,88.2,65,82,1,5.9,47,89,0,0,9,17
13,2004,CLAY,17025,7,48.1,71,98,0,0,48,92,0,0,9,17
14,2004,CLINTON,17027,29,81.6,53,85,5,14.1,43,73,0,0,9,17
15,2004,COLES,17029,167,313.9,23,19,41,77.1,25,26,0,0,9,17
16,2004,COOK,17031,27761,516.3,1,10,13244,246.3,1,8,635,11.8,1,1
17,2004,CRAWFORD,17033,15,73.3,65,90,1,4.9,47,90,0,0,9,17
18,2004,CUMBERLAND,17035,15,133.3,65,61,2,17.8,46,67,0,0,9,17
19,2004,DEKALB,17037,344,386.7,17,16,78,87.7,18,24,0,0,9,17
20,2004,DE WITT,17039,25,148.8,57,56,3,17.9,45,66,0,0,9,17
21,2004,DOUGLAS,17041,33,165.6,50,51,5,25.1,43,55,0,0,9,17
22,2004,DU PAGE,17043,948,104.8,10,74,210,23.2,14,58,9,1,3,12
23,2004,EDGAR,17045,17,86.3,63,84,2,10.2,46,82,0,0,9,17
24,2004,EDWARDS,17047,9,129.1,69,63,1,14.3,47,72,0,0,9,17
25,2004,EFFINGHAM,17049,45,131.3,43,62,4,11.7,44,80,0,0,9,17
26,2004,FAYETTE,17051,26,119.3,56,66,4,18.3,44,65,0,0,9,17
27,2004,FORD,17053,27,189.6,55,39,0,0,48,92,0,0,9,17
28,2004,FRANKLIN,17055,62,158.9,38,53,9,23.1,39,59,0,0,9,17
29,2004,FULTON,17057,45,117.6,43,68,9,23.5,39,57,0,0,9,17
30,2004,GALLATIN,17059,6,93.1,72,80,1,15.5,47,71,0,0,9,17
31,2004,GREENE,17061,15,101.6,65,75,2,13.5,46,75,0,0,9,17
32,2004,GRUNDY,17063,36,95.9,47,79,3,8,45,86,0,0,9,17
33,2004,HAMILTON,17065,4,46.4,73,100,0,0,48,92,0,0,9,17
34,2004,HANCOCK,17067,24,119.3,58,66,4,19.9,44,63,0,0,9,17
35,2004,HARDIN,17069,8,166.7,70,49,0,0,48,92,0,0,9,17
36,2004,HENDERSON,17071,4,48.7,73,97,1,12.2,47,78,0,0,9,17
37,2004,HENRY,17073,92,180.3,30,44,11,21.6,37,61,0,0,9,17
38,2004,IROQUOIS,17075,35,111.7,48,72,11,35.1,37,46,0,0,9,17
39,2004,JACKSON,17077,326,546.9,18,7,112,187.9,17,10,2,3.4,7,5
40,2004,JASPER,17079,8,79.1,70,86,1,9.9,47,83,0,0,9,17
41,2004,JEFFERSON,17081,69,172.3,36,47,17,42.5,33,40,0,0,9,17
42,2004,JERSEY,17083,22,101.5,59,76,2,9.2,46,84,0,0,9,17
43,2004,JO DAVIESS,17085,15,67.3,65,93,6,26.9,42,50,0,0,9,17
44,2004,JOHNSON,17087,28,217.4,54,30,12,93.2,36,22,1,7.8,8,2
45,2004,KANE,17089,1111,274.9,7,22,359,88.8,8,23,12,3,2,7
46,2004,KANKAKEE,17091,462,444.9,15,12,234,225.4,13,9,1,1,8,12
47,2004,KENDALL,17093,75,137.5,34,60,24,44,28,38,0,0,9,17
48,2004,KNOX,17095,204,365.4,19,17,76,136.1,19,15,0,0,9,17
50,2004,LA SALLE,17099,185,165.9,22,50,49,43.9,22,39,0,0,9,17
49,2004,LAKE,17097,1694,262.9,3,25,345,53.5,10,32,6,0.9,5,13
51,2004,LAWRENCE,17101,19,123,61,65,6,38.8,42,43,0,0,9,17
52,2004,LEE,17103,65,180.2,37,45,3,8.3,45,85,0,0,9,17
53,2004,LIVINGSTON,17105,155,390.6,25,15,46,115.9,23,18,1,2.5,8,9
54,2004,LOGAN,17107,60,192.4,40,37,13,41.7,35,41,0,0,9,17
61,2004,MACON,17115,663,578,13,6,447,389.7,7,2,1,0.9,8,13
62,2004,MACOUPIN,17117,92,187.7,30,41,23,46.9,29,36,0,0,9,17
63,2004,MADISON,17119,687,265.3,11,24,286,110.4,11,20,7,2.7,4,8
64,2004,MARION,17121,84,201.5,31,33,21,50.4,30,34,0,0,9,17
55,2004,MARSHALL,17123,26,197.3,56,35,0,0,48,92,0,0,9,17
56,2004,MASON,17125,20,124.7,60,64,0,0,48,92,0,0,9,17
57,2004,MASSAC,17127,38,250.6,45,27,20,131.9,31,16,0,0,9,17
58,2004,MC DONOUGH,17109,81,246.1,32,28,15,45.6,34,37,1,3,8,7
59,2004,MC HENRY,17111,193,74.2,20,89,42,16.1,24,70,0,0,9,17
60,2004,MC LEAN,17113,482,320.4,14,18,185,123,15,17,1,0.7,8,14
65,2004,MENARD,17129,14,112.1,66,71,5,40,43,42,0,0,9,17
66,2004,MERCER,17131,36,212.3,47,31,2,11.8,46,79,0,0,9,17
67,2004,MONROE,17133,18,65.2,62,94,6,21.7,42,60,0,0,9,17
68,2004,MONTGOMERY,17135,61,199,39,34,21,68.5,30,28,1,3.3,8,6
69,2004,MORGAN,17137,111,303.1,29,20,35,95.6,26,21,0,0,9,17
70,2004,MOULTRIE,17139,24,168,58,48,3,21,45,62,0,0,9,17
71,2004,OGLE,17141,78,152.8,33,54,12,23.5,36,57,0,0,9,17
72,2004,PEORIA,17143,1256,684.7,5,4,559,304.7,5,5,0,0,9,17
73,2004,PERRY,17145,38,164.5,45,52,6,26,42,53,0,0,9,17
74,2004,PIATT,17147,19,116.1,61,69,4,24.4,44,56,0,0,9,17
75,2004,PIKE,17149,11,63.3,68,95,2,11.5,46,81,0,0,9,17
76,2004,POPE,17151,50,1133,42,1,8,181.3,40,11,0,0,9,17
77,2004,PULASKI,17153,29,394.7,53,14,12,163.3,36,13,0,0,9,17
78,2004,PUTNAM,17155,7,115,71,70,1,16.4,47,69,0,0,9,17
79,2004,RANDOLPH,17157,59,174.1,41,46,17,50.2,33,35,0,0,9,17
80,2004,RICHLAND,17159,16,99.1,64,77,2,12.4,46,77,0,0,9,17
81,2004,ROCK ISLAND,17161,668,447.2,12,11,270,180.8,12,12,0,0,9,17
84,2004,SALINE,17165,39,145.9,44,57,10,37.4,38,45,0,0,9,17
85,2004,SANGAMON,17167,1010,534.5,8,8,575,304.3,4,6,1,0.5,8,16
86,2004,SCHUYLER,17169,1,13.9,75,101,1,13.9,47,74,0,0,9,17
87,2004,SCOTT,17171,15,270.9,65,23,3,54.2,45,31,0,0,9,17
82,2004,SHELBY,17173,18,78.6,62,87,1,4.4,47,91,0,0,9,17
83,2004,ST. CLAIR,17163,1780,695.1,2,3,932,363.9,2,3,6,2.3,5,10
88,2004,STARK,17175,3,47.4,74,99,0,0,48,92,0,0,9,17
89,2004,STEPHENSON,17177,145,296,26,21,55,112.3,21,19,0,0,9,17
90,2004,TAZEWELL,17179,192,149.4,21,55,35,27.2,26,49,0,0,9,17
91,2004,UNION,17181,37,202.3,46,32,7,38.3,41,44,0,0,9,17
92,2004,VERMILION,17183,367,437.3,16,13,134,159.7,16,14,4,4.8,6,3
93,2004,WABASH,17185,9,69.6,69,92,1,7.7,47,87,0,0,9,17
94,2004,WARREN,17187,27,144.1,55,58,5,26.7,43,51,0,0,9,17
95,2004,WASHINGTON,17189,11,72.6,68,91,2,13.2,46,76,0,0,9,17
96,2004,WAYNE,17191,19,110.8,61,73,2,11.7,46,80,0,0,9,17
97,2004,WHITE,17193,9,58.6,69,96,0,0,48,92,0,0,9,17
98,2004,WHITESIDE,17195,158,260.5,24,26,19,31.3,32,47,0,0,9,17
99,2004,WILL,17197,955,190.1,9,38,346,68.9,9,27,6,1.2,5,11
100,2004,WILLIAMSON,17199,116,189.2,28,40,34,55.5,27,30,0,0,9,17
101,2004,WINNEBAGO,17201,1451,521.2,4,9,857,307.8,3,4,12,4.3,2,4
102,2004,WOODFORD,17203,33,93,50,81,5,14.1,43,73,0,0,9,17
1,2005,ADAMS,17001,122,178.7,28,43,34,49.8,27,35,0,0,11,21
2,2005,ALEXANDER,17003,84,875.9,33,2,50,521.4,22,1,0,0,11,21
3,2005,BOND,17005,30,170.1,56,48,6,34,43,50,0,0,11,21
4,2005,BOONE,17007,77,184.3,36,41,16,38.3,34,45,0,0,11,21
5,2005,BROWN,17009,14,201.4,68,37,4,57.6,45,30,0,0,11,21
6,2005,BUREAU,17011,50,140.8,40,60,4,11.3,45,76,0,0,11,21
7,2005,CALHOUN,17013,6,118,74,70,2,39.3,47,44,0,0,11,21
8,2005,CARROLL,17015,12,72,70,93,0,0,49,90,0,0,11,21
9,2005,CASS,17017,32,233.7,54,30,5,36.5,44,46,0,0,11,21
10,2005,CHAMPAIGN,17019,1133,630.6,9,6,416,231.5,8,9,5,2.8,6,9
11,2005,CHRISTIAN,17021,26,73.5,58,92,10,28.3,39,55,0,0,11,21
12,2005,CLARK,17023,12,70.6,70,94,0,0,49,90,1,5.9,10,5
13,2005,CLAY,17025,11,75.5,71,90,3,20.6,46,62,0,0,11,21
14,2005,CLINTON,17027,36,101.3,51,77,11,31,38,53,0,0,11,21
15,2005,COLES,17029,172,323.3,23,20,49,92.1,23,22,0,0,11,21
16,2005,COOK,17031,29908,556.2,1,8,12296,228.7,1,10,827,15.4,1,1
17,2005,CRAWFORD,17033,26,127.1,58,65,0,0,49,90,0,0,11,21
18,2005,CUMBERLAND,17035,11,97.8,71,78,1,8.9,48,82,0,0,11,21
19,2005,DEKALB,17037,431,484.4,16,12,81,91,19,23,1,1.1,10,19
20,2005,DE WITT,17039,22,131,61,64,1,6,48,85,0,0,11,21
21,2005,DOUGLAS,17041,22,110.4,61,74,2,10,47,79,0,0,11,21
22,2005,DU PAGE,17043,1241,137.3,7,62,211,23.3,15,60,16,1.8,2,15
23,2005,EDGAR,17045,19,96.4,64,79,1,5.1,48,87,0,0,11,21
24,2005,EDWARDS,17047,4,57.4,76,97,1,14.3,48,69,0,0,11,21
25,2005,EFFINGHAM,17049,36,105.1,51,76,2,5.8,47,86,0,0,11,21
26,2005,FAYETTE,17051,27,123.8,57,67,1,4.6,48,88,2,9.2,9,2
27,2005,FORD,17053,16,112.4,66,73,5,35.1,44,47,0,0,11,21
28,2005,FRANKLIN,17055,48,123,41,68,3,7.7,46,84,0,0,11,21
29,2005,FULTON,17057,44,115,44,72,10,26.1,39,56,0,0,11,21
30,2005,GALLATIN,17059,10,155.2,72,54,0,0,49,90,0,0,11,21
31,2005,GREENE,17061,18,121.9,65,69,3,20.3,46,63,0,0,11,21
32,2005,GRUNDY,17063,44,117.2,44,71,4,10.7,45,78,0,0,11,21
33,2005,HAMILTON,17065,4,46.4,76,99,0,0,49,90,0,0,11,21
34,2005,HANCOCK,17067,31,154.1,55,55,2,9.9,47,80,0,0,11,21
35,2005,HARDIN,17069,2,41.7,77,100,0,0,49,90,0,0,11,21
36,2005,HENDERSON,17071,16,194.8,66,38,0,0,49,90,0,0,11,21
37,2005,HENRY,17073,83,162.7,34,52,9,17.6,40,67,0,0,11,21
38,2005,IROQUOIS,17075,39,124.5,49,66,3,9.6,46,81,0,0,11,21
39,2005,JACKSON,17077,405,679.4,17,5,113,189.6,17,11,1,1.7,10,16
40,2005,JASPER,17079,5,49.4,75,98,3,29.7,46,54,0,0,11,21
41,2005,JEFFERSON,17081,92,229.7,31,31,39,97.4,26,20,0,0,11,21
42,2005,JERSEY,17083,16,73.8,66,91,7,32.3,42,52,0,0,11,21
43,2005,JO DAVIESS,17085,20,89.7,63,82,3,13.5,46,72,0,0,11,21
