Sort,Year,COUNTY,CountyFIPS,Chlamydia_Count,Chlamydia_Rate,Chlamydia_RankByCount,Chlamydia_RankByRate,Gonorrhea_Count,Gonorrhea_Rate,Gonorrhea_RankByCount,Gonorrhea_RankByRate,Early_Syphilis_Count,Early_Syphilis_Rate,Early_Syphilis_RankByCount,Early_Syphilis_RankByRate
81,2011,ROCK ISLAND,17161,702,475.8,14,16,268,181.6,9,9,4,2.7,11,26
84,2011,SALINE,17165,77,309.1,47,39,15,60.2,34,27,0,0,15,33
85,2011,SANGAMON,17167,1220,617.8,10,10,500,253.2,4,3,9,4.6,8,17
86,2011,SCHUYLER,17169,14,185.6,78,77,0,0,48,89,0,0,15,33
87,2011,SCOTT,17171,5,93.4,84,100,0,0,48,89,0,0,15,33
82,2011,SHELBY,17173,40,178.9,62,81,5,22.4,43,59,0,0,15,33
83,2011,ST. CLAIR,17163,2317,858,2,5,779,288.5,2,2,14,5.2,5,14
88,2011,STARK,17175,12,200.2,80,71,0,0,48,89,0,0,15,33
89,2011,STEPHENSON,17177,184,385.7,26,24,56,117.4,18,13,1,2.1,14,28
90,2011,TAZEWELL,17179,393,290.3,20,43,43,31.8,20,46,1,0.7,14,32
91,2011,UNION,17181,55,308.8,54,40,6,33.7,42,44,0,0,15,33
92,2011,VERMILION,17183,630,771.8,16,6,174,213.2,15,5,3,3.7,12,21
93,2011,WABASH,17185,21,175.8,74,82,0,0,48,89,0,0,15,33
94,2011,WARREN,17187,62,350.1,51,29,0,0,48,89,0,0,15,33
95,2011,WASHINGTON,17189,29,197.1,69,74,0,0,48,89,1,6.8,14,8
96,2011,WAYNE,17191,22,131.3,73,93,2,11.9,46,75,0,0,15,33
97,2011,WHITE,17193,18,122.7,76,95,5,34.1,43,43,0,0,15,33
98,2011,WHITESIDE,17195,157,268.4,28,47,19,32.5,30,45,0,0,15,33
99,2011,WILL,17197,2196,324.1,4,34,377,55.6,7,30,20,3,4,24
100,2011,WILLIAMSON,17199,230,346.6,23,30,32,48.2,24,35,0,0,15,33
101,2011,WINNEBAGO,17201,1577,534.1,7,12,420,142.2,5,12,8,2.7,9,26
102,2011,WOODFORD,17203,71,183.6,49,79,8,20.7,40,62,0,0,15,33
1,2012,ADAMS,17001,276,411.3,23,24,55,82,19,21,0,0,16,41
2,2012,ALEXANDER,17003,67,813.3,46,3,13,157.8,35,12,0,0,16,41
3,2012,BOND,17005,56,315.2,50,40,4,22.5,44,61,0,0,16,41
4,2012,BOONE,17007,177,326.8,28,38,8,14.8,40,73,4,7.4,12,11
5,2012,BROWN,17009,21,302.7,73,47,3,43.2,45,36,0,0,16,41
6,2012,BUREAU,17011,75,214.4,42,70,4,11.4,44,84,1,2.9,15,28
7,2012,CALHOUN,17013,8,157.2,78,91,0,0,48,93,0,0,16,41
8,2012,CARROLL,17015,21,136.5,73,97,1,6.5,47,91,0,0,16,41
9,2012,CASS,17017,46,337.2,56,33,7,51.3,41,33,0,0,16,41
10,2012,CHAMPAIGN,17019,1490,741,9,6,411,204.4,5,7,13,6.5,6,14
11,2012,CHRISTIAN,17021,85,244.3,40,60,9,25.9,39,56,1,2.9,15,28
12,2012,CLARK,17023,54,330.6,51,37,3,18.4,45,69,0,0,16,41
13,2012,CLAY,17025,39,282.3,60,51,3,21.7,45,63,0,0,16,41
14,2012,CLINTON,17027,75,198.6,42,78,10,26.5,38,54,3,7.9,13,9
15,2012,COLES,17029,335,621.8,21,11,33,61.3,27,28,1,1.9,15,33
16,2012,COOK,17031,37946,730.5,1,7,12042,231.8,1,5,1261,24.3,1,2
17,2012,CRAWFORD,17033,60,302.8,49,46,5,25.2,43,58,2,10.1,14,7
18,2012,CUMBERLAND,17035,22,199.1,72,77,1,9.1,47,88,0,0,16,41
20,2012,DE WITT,17037,26,157,69,92,2,12.1,46,81,0,0,16,41
19,2012,DEKALB,17039,510,485,18,17,79,75.1,18,24,7,6.7,10,13
21,2012,DOUGLAS,17041,41,205.2,59,74,3,15,45,71,0,0,16,41
22,2012,DU PAGE,17043,1861,203,5,76,239,26.1,11,55,19,2.1,4,32
23,2012,EDGAR,17045,45,242.2,57,61,5,26.9,43,53,0,0,16,41
24,2012,EDWARDS,17047,14,208.3,75,73,1,14.9,47,72,0,0,16,41
25,2012,EFFINGHAM,17049,78,227.8,41,64,4,11.7,44,83,2,5.8,14,16
26,2012,FAYETTE,17051,60,271,49,53,3,13.6,45,74,1,4.5,15,21
27,2012,FORD,17053,36,255.7,62,57,6,42.6,42,38,0,0,16,41
28,2012,FRANKLIN,17055,120,303.3,37,45,8,20.2,40,67,0,0,16,41
29,2012,FULTON,17057,92,248.2,39,59,12,32.4,36,46,0,0,16,41
30,2012,GALLATIN,17059,12,214.7,77,69,0,0,48,93,0,0,16,41
31,2012,GREENE,17061,24,172.8,71,86,4,28.8,44,51,0,0,16,41
32,2012,GRUNDY,17063,68,135.8,45,98,5,10,43,87,0,0,16,41
33,2012,HAMILTON,17065,15,177.4,74,84,0,0,48,93,0,0,16,41
34,2012,HANCOCK,17067,31,162.3,66,90,0,0,48,93,0,0,16,41
35,2012,HARDIN,17069,3,69.4,79,101,1,23.1,47,60,0,0,16,41
36,2012,HENDERSON,17071,13,177.3,76,85,1,13.6,47,74,0,0,16,41
37,2012,HENRY,17073,147,291.2,32,49,11,21.8,37,62,0,0,16,41
38,2012,IROQUOIS,17075,35,117.8,63,99,6,20.2,42,67,0,0,16,41
39,2012,JACKSON,17077,738,1225.5,14,1,140,232.5,16,4,14,23.2,5,4
40,2012,JASPER,17079,14,144.4,75,96,1,10.3,47,86,1,10.3,15,6
41,2012,JEFFERSON,17081,147,378.6,32,28,46,118.5,21,16,2,5.2,14,19
42,2012,JERSEY,17083,47,204.5,55,75,3,13.1,45,78,0,0,16,41
43,2012,JO DAVIESS,17085,22,97,72,100,3,13.2,45,77,0,0,16,41
44,2012,JOHNSON,17087,35,278.2,63,52,9,71.5,39,25,1,7.9,15,9
45,2012,KANE,17089,1580,306.6,7,44,222,43.1,12,37,12,2.3,7,31
46,2012,KANKAKEE,17091,674,594.1,16,12,191,168.4,14,8,1,0.9,15,38
47,2012,KENDALL,17093,223,194.4,24,81,24,20.9,30,64,2,1.7,14,35
48,2012,KNOX,17095,210,396.8,25,25,47,88.8,20,19,0,0,16,41
50,2012,LA SALLE,17099,293,257.2,22,56,33,29,27,50,4,3.5,12,25
49,2012,LAKE,17097,2611,371.2,2,30,367,52.2,7,30,27,3.8,3,23
51,2012,LAWRENCE,17101,33,196,64,80,7,41.6,41,40,4,23.8,12,3
52,2012,LEE,17103,139,385.8,34,27,18,50,32,34,0,0,16,41
53,2012,LIVINGSTON,17105,165,423.6,30,20,46,118.1,21,17,0,0,16,41
54,2012,LOGAN,17107,128,422.4,35,21,44,145.2,22,13,1,3.3,15,26
61,2012,MACON,17115,839,757.4,13,5,242,218.5,10,6,4,3.6,12,24
62,2012,MACOUPIN,17117,127,265.9,36,54,17,35.6,33,43,0,0,16,41
63,2012,MADISON,17119,1120,415.9,11,23,212,78.7,13,23,8,3,9,27
64,2012,MARION,17121,166,420.9,29,22,35,88.7,26,20,3,7.6,13,10
55,2012,MARSHALL,17123,21,166.1,73,89,1,7.9,47,89,0,0,16,41
56,2012,MASON,17125,53,361.4,52,32,4,27.3,44,52,0,0,16,41
57,2012,MASSAC,17127,52,337,53,34,8,51.9,40,31,0,0,16,41
58,2012,MC DONOUGH,17109,177,542.7,28,15,29,88.9,28,18,0,0,16,41
59,2012,MC HENRY,17111,484,156.8,19,93,39,12.6,24,80,1,0.3,15,40
60,2012,MC LEAN,17113,899,530.2,12,16,285,168.1,9,9,3,1.8,13,34
65,2012,MENARD,17129,37,291.2,61,49,7,55.1,41,29,0,0,16,41
66,2012,MERCER,17131,37,225.1,61,65,1,6.1,47,92,0,0,16,41
67,2012,MONROE,17133,74,224.5,43,66,10,30.3,38,49,0,0,16,41
68,2012,MONTGOMERY,17135,78,259.1,41,55,4,13.3,44,76,0,0,16,41
69,2012,MORGAN,17137,141,396.7,33,26,13,36.6,35,42,2,5.6,14,17
70,2012,MOULTRIE,17139,28,188.6,67,82,1,6.7,47,90,0,0,16,41
71,2012,OGLE,17141,152,284.1,31,50,9,16.8,39,70,0,0,16,41
72,2012,PEORIA,17143,1542,826.8,8,2,630,337.8,3,1,5,2.7,11,29
73,2012,PERRY,17145,66,295.3,47,48,11,49.2,37,35,2,8.9,14,8
74,2012,PIATT,17147,36,215.2,62,67,2,12,46,82,0,0,16,41
75,2012,PIKE,17149,61,371.3,48,29,0,0,48,93,0,0,16,41
76,2012,POPE,17151,32,715.9,65,8,3,67.1,45,27,2,44.7,14,1
77,2012,PULASKI,17153,36,584.3,62,14,10,162.3,38,10,0,0,16,41
78,2012,PUTNAM,17155,14,233.1,75,63,2,33.3,46,45,0,0,16,41
79,2012,RANDOLPH,17157,104,310.7,38,43,23,68.7,31,26,0,0,16,41
80,2012,RICHLAND,17159,51,314.2,54,41,5,30.8,43,48,2,12.3,14,5
81,2012,ROCK ISLAND,17161,712,482.6,15,18,176,119.3,15,15,8,5.4,9,18
84,2012,SALINE,17165,92,369.3,39,31,10,40.1,38,41,0,0,16,41
85,2012,SANGAMON,17167,1369,693.3,10,9,485,245.6,4,2,8,4.1,9,22
86,2012,SCHUYLER,17169,13,172.3,76,87,0,0,48,93,0,0,16,41
87,2012,SCOTT,17171,8,149.4,78,95,1,18.7,47,68,0,0,16,41
82,2012,SHELBY,17173,44,196.8,58,79,3,13.4,45,75,1,4.5,15,21
83,2012,ST. CLAIR,17163,2121,785.4,4,4,660,244.4,2,3,9,3.3,8,26
88,2012,STARK,17175,14,233.6,75,62,0,0,48,93,0,0,16,41
89,2012,STEPHENSON,17177,209,438.1,26,19,38,79.6,25,22,0,0,16,41
90,2012,TAZEWELL,17179,453,334.6,20,36,43,31.8,23,47,1,0.7,15,39
91,2012,UNION,17181,27,151.6,68,94,0,0,48,93,0,0,16,41
92,2012,VERMILION,17183,552,676.3,17,10,132,161.7,17,11,1,1.2,15,37
93,2012,WABASH,17185,25,209.3,70,72,4,33.5,44,44,0,0,16,41
94,2012,WARREN,17187,45,254.1,57,58,2,11.3,46,85,0,0,16,41
95,2012,WASHINGTON,17189,25,169.9,70,88,3,20.4,45,66,0,0,16,41
96,2012,WAYNE,17191,36,214.8,62,68,4,23.9,44,59,0,0,16,41
97,2012,WHITE,17193,31,211.4,66,71,3,20.5,45,65,1,6.8,15,12
98,2012,WHITESIDE,17195,183,312.8,27,42,15,25.6,34,57,0,0,16,41
99,2012,WILL,17197,2149,317.2,3,39,349,51.5,8,32,34,5,2,20
100,2012,WILLIAMSON,17199,223,336.1,24,35,28,42.2,29,39,1,1.5,15,36
101,2012,WINNEBAGO,17201,1728,585.2,6,13,382,129.4,6,14,19,6.4,4,15
102,2012,WOODFORD,17203,72,186.2,44,83,5,12.9,43,79,1,2.6,15,30
1,2013,ADAMS,17001,253,377,23,26,24,35.8,27,42,0,0,16,28
2,2013,ALEXANDER,17003,73,886.1,48,2,21,254.9,29,3,0,0,16,28
3,2013,BOND,17005,51,287,56,43,6,33.8,41,43,0,0,16,28
4,2013,BOONE,17007,157,289.9,32,42,10,18.5,37,66,2,3.7,14,17
5,2013,BROWN,17009,23,331.6,77,30,2,28.8,45,51,0,0,16,28
6,2013,BUREAU,17011,60,171.5,52,86,6,17.2,41,70,0,0,16,28
7,2013,CALHOUN,17013,9,176.9,83,84,0,0,47,91,0,0,16,28
8,2013,CARROLL,17015,26,169,75,89,3,19.5,44,65,0,0,16,28
9,2013,CASS,17017,42,307.9,60,35,3,22,44,61,0,0,16,28
10,2013,CHAMPAIGN,17019,1406,699.2,9,6,395,196.4,7,8,6,3,10,20
11,2013,CHRISTIAN,17021,75,215.5,47,67,9,25.9,38,56,0,0,16,28
12,2013,CLARK,17023,40,244.9,62,59,1,6.1,46,89,0,0,16,28
13,2013,CLAY,17025,36,260.6,66,51,1,7.2,46,87,0,0,16,28
14,2013,CLINTON,17027,78,206.6,46,72,17,45,32,36,0,0,16,28
15,2013,COLES,17029,365,677.5,21,7,46,85.4,22,17,2,3.7,14,17
16,2013,COOK,17031,34589,665.9,1,9,10551,203.1,1,6,1377,26.5,1,1
17,2013,CRAWFORD,17033,32,161.5,69,93,1,5,46,90,0,0,16,28
18,2013,CUMBERLAND,17035,28,253.4,73,57,0,0,47,91,0,0,16,28
20,2013,DE WITT,17037,32,193.2,69,75,9,54.3,38,29,1,6,15,8
19,2013,DEKALB,17039,499,474.5,19,17,79,75.1,18,20,4,3.8,12,16
21,2013,DOUGLAS,17041,52,260.3,55,52,4,20,43,64,0,0,16,28
22,2013,DU PAGE,17043,1883,205.4,5,73,258,28.1,10,52,34,3.7,2,17
23,2013,EDGAR,17045,41,220.7,61,65,3,16.1,44,72,0,0,16,28
24,2013,EDWARDS,17047,10,148.8,82,98,1,14.9,46,74,0,0,16,28
25,2013,EFFINGHAM,17049,65,189.8,50,77,5,14.6,42,75,0,0,16,28
26,2013,FAYETTE,17051,37,167.1,65,91,2,9,45,86,1,4.5,15,12
27,2013,FORD,17053,25,177.5,76,83,2,14.2,45,76,0,0,16,28
28,2013,FRANKLIN,17055,115,290.7,38,41,9,22.7,38,59,0,0,16,28
29,2013,FULTON,17057,89,240.1,42,61,8,21.6,39,62,0,0,16,28
30,2013,GALLATIN,17059,9,161,83,94,1,17.9,46,68,0,0,16,28
31,2013,GREENE,17061,38,273.7,64,48,0,0,47,91,0,0,16,28
32,2013,GRUNDY,17063,79,157.8,45,95,6,12,41,83,0,0,16,28
33,2013,HAMILTON,17065,12,141.9,81,99,0,0,47,91,0,0,16,28
34,2013,HANCOCK,17067,42,219.8,60,66,3,15.7,44,73,0,0,16,28
35,2013,HARDIN,17069,13,300.9,80,39,0,0,47,91,0,0,16,28
36,2013,HENDERSON,17071,12,163.7,81,92,1,13.6,46,77,0,0,16,28
37,2013,HENRY,17073,152,301.1,33,38,16,31.7,33,47,2,4,14,15
38,2013,IROQUOIS,17075,54,181.7,54,82,3,10.1,44,85,0,0,16,28
39,2013,JACKSON,17077,693,1150.8,14,1,92,152.8,17,10,3,5,13,11
40,2013,JASPER,17079,15,154.7,78,96,0,0,47,91,2,20.6,14,2
41,2013,JEFFERSON,17081,172,443,30,19,29,74.7,25,21,2,5.2,14,10
42,2013,JERSEY,17083,39,169.7,63,88,3,13.1,44,80,0,0,16,28
43,2013,JO DAVIESS,17085,43,189.6,59,78,3,13.2,44,79,1,4.4,15,13
44,2013,JOHNSON,17087,34,270.2,68,50,4,31.8,43,46,0,0,16,28
45,2013,KANE,17089,1558,302.4,7,37,209,40.6,11,40,13,2.5,6,22
46,2013,KANKAKEE,17091,624,550,16,13,169,149,15,11,6,5.3,10,9
47,2013,KENDALL,17093,223,194.4,24,74,23,20,28,64,5,4.4,11,13
48,2013,KNOX,17095,186,351.5,28,28,55,103.9,21,15,2,3.8,14,16
50,2013,LA SALLE,17099,280,245.8,22,58,62,54.4,19,28,1,0.9,15,27
49,2013,LAKE,17097,2644,375.9,2,27,456,64.8,6,26,31,4.4,3,13
51,2013,LAWRENCE,17101,41,243.6,61,60,3,17.8,44,69,0,0,16,28
52,2013,LEE,17103,102,283.1,40,44,11,30.5,36,48,0,0,16,28
53,2013,LIVINGSTON,17105,101,259.3,41,53,19,48.8,31,33,0,0,16,28
54,2013,LOGAN,17107,143,471.9,34,18,20,66,30,25,0,0,16,28
61,2013,MACON,17115,900,812.5,13,3,392,353.9,8,1,4,3.6,12,18
62,2013,MACOUPIN,17117,131,274.3,37,47,6,12.6,41,81,0,0,16,28
63,2013,MADISON,17119,1100,408.5,11,23,173,64.2,13,27,6,2.2,10,23
64,2013,MARION,17121,206,522.4,27,15,27,68.5,26,23,0,0,16,28
55,2013,MARSHALL,17123,29,229.4,72,64,6,47.5,41,34,0,0,16,28
56,2013,MASON,17125,45,306.8,58,36,2,13.6,45,77,0,0,16,28
57,2013,MASSAC,17127,30,194.4,71,74,5,32.4,42,45,1,6.5,15,5
58,2013,MC DONOUGH,17109,160,490.6,31,16,23,70.5,28,22,0,0,16,28
59,2013,MC HENRY,17111,590,191.1,17,76,32,10.4,23,84,5,1.6,11,26
60,2013,MC LEAN,17113,931,549,12,14,188,110.9,12,14,7,4.1,9,14
65,2013,MENARD,17129,37,291.2,65,40,3,23.6,44,58,0,0,16,28
66,2013,MERCER,17131,46,279.9,57,45,5,30.4,42,49,0,0,16,28
67,2013,MONROE,17133,58,176,53,85,9,27.3,38,53,0,0,16,28
68,2013,MONTGOMERY,17135,82,272.4,44,49,8,26.6,39,55,1,3.3,15,19
69,2013,MORGAN,17137,140,393.8,35,25,30,84.4,24,18,1,2.8,15,21
70,2013,MOULTRIE,17139,28,188.6,73,79,4,26.9,43,54,0,0,16,28
71,2013,OGLE,17141,136,254.2,36,54,12,22.4,35,60,0,0,16,28
72,2013,PEORIA,17143,1409,755.5,8,4,543,291.2,2,2,4,2.1,12,24
73,2013,PERRY,17145,52,232.7,55,63,8,35.8,39,42,0,0,16,28
74,2013,PIATT,17147,35,209.2,67,71,3,17.9,44,68,0,0,16,28
75,2013,PIKE,17149,30,182.6,71,81,2,12.2,45,82,0,0,16,28
76,2013,POPE,17151,29,648.8,72,11,2,44.7,45,37,0,0,16,28
77,2013,PULASKI,17153,25,405.8,76,24,7,113.6,40,12,0,0,16,28
78,2013,PUTNAM,17155,7,116.6,84,100,2,33.3,45,44,0,0,16,28
79,2013,RANDOLPH,17157,85,253.9,43,56,8,23.9,39,57,2,6,14,8
80,2013,RICHLAND,17159,52,320.3,55,31,6,37,41,41,0,0,16,28
81,2013,ROCK ISLAND,17161,648,439.2,15,21,113,76.6,16,19,6,4.1,10,14
84,2013,SALINE,17165,110,441.5,39,20,13,52.2,34,30,0,0,16,28
85,2013,SANGAMON,17167,1283,649.7,10,10,467,236.5,4,4,12,6.1,7,7
86,2013,SCHUYLER,17169,7,92.8,84,101,1,13.3,46,78,0,0,16,28
87,2013,SCOTT,17171,9,168.1,83,90,6,112,41,13,0,0,16,28
82,2013,SHELBY,17173,62,277.2,51,46,0,0,47,91,0,0,16,28
83,2013,ST. CLAIR,17163,2029,751.3,4,5,533,197.4,3,7,11,4.1,8,14
88,2013,STARK,17175,14,233.6,79,62,4,66.7,43,24,0,0,16,28
89,2013,STEPHENSON,17177,209,438.1,25,22,46,96.4,22,16,0,0,16,28
90,2013,TAZEWELL,17179,453,334.6,20,29,57,42.1,20,39,3,2.2,13,23
91,2013,UNION,17181,27,151.6,74,97,5,28.1,42,52,0,0,16,28
92,2013,VERMILION,17183,552,676.3,18,8,171,209.5,14,5,7,8.6,9,3
93,2013,WABASH,17185,25,209.3,76,70,6,50.2,41,31,0,0,16,28
94,2013,WARREN,17187,45,254.1,58,55,3,16.9,44,71,0,0,16,28
95,2013,WASHINGTON,17189,25,169.9,76,87,3,20.4,44,63,0,0,16,28
96,2013,WAYNE,17191,36,214.8,66,68,5,29.8,42,50,1,6,15,8
97,2013,WHITE,17193,31,211.4,70,69,1,6.8,46,88,1,6.8,15,4
98,2013,WHITESIDE,17195,183,312.8,29,34,27,46.2,26,35,1,1.7,15,25
99,2013,WILL,17197,2149,317.2,3,32,335,49.4,9,32,20,3,4,20
100,2013,WILLIAMSON,17199,208,313.5,26,33,29,43.7,25,38,0,0,16,28
101,2013,WINNEBAGO,17201,1728,585.2,6,12,462,156.5,5,9,19,6.4,5,6
102,2013,WOODFORD,17203,72,186.2,49,80,7,18.1,40,67,0,0,16,28
1,2014,ADAMS,17001,205,305.5,28,37,33,49.2,26,29,0,0,16,36
2,2014,ALEXANDER,17003,65,789,46,3,17,206.4,33,5,0,0,16,36
3,2014,BOND,17005,39,219.5,60,74,3,16.9,46,67,0,0,16,36
4,2014,BOONE,17007,119,219.7,36,73,5,9.2,44,86,1,1.8,15,31
5,2014,BROWN,17009,17,245.1,71,54,1,14.4,48,73,0,0,16,36
6,2014,BUREAU,17011,51,145.8,53,98,8,22.9,41,58,1,2.9,15,25
7,2014,CALHOUN,17013,8,157.2,78,94,1,19.7,48,62,0,0,16,36
8,2014,CARROLL,17015,42,273,58,44,3,19.5,46,63,0,0,16,36
9,2014,CASS,17017,32,234.6,64,57,5,36.7,44,38,0,0,16,36
10,2014,CHAMPAIGN,17019,1247,620.1,9,9,380,189,6,7,6,3,11,24
11,2014,CHRISTIAN,17021,61,175.3,49,89,10,28.7,39,49,0,0,16,36
12,2014,CLARK,17023,36,220.4,62,72,3,18.4,46,64,0,0,16,36
13,2014,CLAY,17025,46,333,55,30,1,7.2,48,88,0,0,16,36
14,2014,CLINTON,17027,95,251.6,41,49,10,26.5,39,52,0,0,16,36
15,2014,COLES,17029,319,592.1,21,10,25,46.4,29,32,4,7.4,12,8
16,2014,COOK,17031,37371,719.4,1,7,10387,200,1,6,1388,26.7,1,1
17,2014,CRAWFORD,17033,50,252.3,54,48,2,10.1,47,84,0,0,16,36
18,2014,CUMBERLAND,17035,25,226.3,68,67,2,18.1,47,66,0,0,16,36
20,2014,DE WITT,17037,38,229.5,61,65,2,12.1,47,79,0,0,16,36
19,2014,DEKALB,17039,472,448.8,18,21,72,68.5,18,23,1,10,15,34
21,2014,DOUGLAS,17041,39,195.2,60,83,2,10,47,85,0,0,16,36
22,2014,DU PAGE,17043,2056,224.2,4,69,242,26.4,10,53,41,4.5,2,18
23,2014,EDGAR,17045,39,209.9,60,78,0,0,49,92,0,0,16,36
24,2014,EDWARDS,17047,10,148.8,76,97,0,0,49,92,0,0,16,36
25,2014,EFFINGHAM,17049,76,221.9,44,71,5,14.6,44,72,0,0,16,36
26,2014,FAYETTE,17051,32,144.5,64,99,1,4.5,48,91,0,0,16,36
27,2014,FORD,17053,38,269.9,61,45,2,14.2,47,74,0,0,16,36
28,2014,FRANKLIN,17055,104,262.9,40,46,26,65.7,28,24,1,2.5,15,29
29,2014,FULTON,17057,87,234.7,42,56,8,21.6,41,61,1,2.7,15,27
30,2014,GALLATIN,17059,13,232.6,73,62,2,35.8,47,40,0,0,16,36
31,2014,GREENE,17061,32,230.4,64,64,1,7.2,48,88,0,0,16,36
32,2014,GRUNDY,17063,78,155.8,43,95,11,22,38,59,1,2,15,30
33,2014,HAMILTON,17065,21,248.3,70,53,1,11.8,48,81,0,0,16,36
34,2014,HANCOCK,17067,38,198.9,61,80,2,10.5,47,82,0,0,16,36
35,2014,HARDIN,17069,10,231.5,77,63,0,0,49,92,0,0,16,36
36,2014,HENDERSON,17071,11,150,75,96,0,0,49,92,0,0,16,36
37,2014,HENRY,17073,130,257.5,35,47,12,23.8,37,57,1,2,15,30
38,2014,IROQUOIS,17075,59,198.5,50,81,5,16.8,45,68,1,3.4,15,23
39,2014,JACKSON,17077,625,1037.9,16,1,96,159.4,16,9,10,16.6,9,3
40,2014,JASPER,17079,21,216.5,70,75,1,10.3,48,83,2,20.6,14,2
41,2014,JEFFERSON,17081,135,347.7,33,28,27,69.5,27,22,2,5.2,14,16
42,2014,JERSEY,17083,44,191.4,57,84,5,21.8,44,60,0,0,16,36
43,2014,JO DAVIESS,17085,39,172,60,90,7,30.9,42,47,0,0,16,36
44,2014,JOHNSON,17087,36,286.1,62,41,6,47.7,43,30,2,15.9,14,4
45,2014,KANE,17089,1708,331.5,6,31,238,46.2,11,33,21,4.1,6,21
46,2014,KANKAKEE,17091,656,578.2,15,11,129,113.7,15,12,2,1.8,14,31
47,2014,KENDALL,17093,262,228.4,24,66,34,29.6,25,48,4,3.5,12,22
48,2014,KNOX,17095,229,432.7,25,23,48,90.7,21,15,3,5.7,13,13
50,2014,LA SALLE,17099,286,251,22,51,65,57.1,19,26,6,5.3,11,15
49,2014,LAKE,17097,2836,403.1,2,25,405,57.6,5,25,20,2.8,7,26
86,2016,SCHUYLER,17169,5,66.3,79,102,0,0,53,94,0,0,20,42
51,2014,LAWRENCE,17101,36,213.9,62,76,1,5.9,48,90,0,0,16,36
52,2014,LEE,17103,118,327.5,37,32,9,25,40,55,0,0,16,36
53,2014,LIVINGSTON,17105,72,184.9,45,86,6,15.4,43,70,1,2.6,15,28
54,2014,LOGAN,17107,173,570.9,30,13,22,72.6,31,20,2,6.6,14,10
61,2014,MACON,17115,831,750.2,13,4,338,305.1,9,1,6,5.4,11,14
62,2014,MACOUPIN,17117,112,234.5,38,58,15,31.4,34,46,0,0,16,36
63,2014,MADISON,17119,1072,398.1,11,26,203,75.4,12,18,1,0.4,15,35
64,2014,MARION,17121,191,484.3,29,19,13,33,36,44,0,0,16,36
55,2014,MARSHALL,17123,39,308.5,60,36,5,39.6,44,36,0,0,16,36
56,2014,MASON,17125,31,211.4,65,77,0,0,49,92,0,0,16,36
57,2014,MASSAC,17127,55,356.5,52,27,7,45.4,42,34,0,0,16,36
58,2014,MC DONOUGH,17109,227,696.1,26,8,23,70.5,30,21,0,0,16,36
59,2014,MC HENRY,17111,555,179.8,17,88,40,13,23,78,4,1.3,12,32
60,2014,MC LEAN,17113,895,527.8,12,17,143,84.3,14,17,8,4.7,10,17
65,2014,MENARD,17129,24,188.9,69,85,6,47.2,43,31,0,0,16,36
66,2014,MERCER,17131,45,273.8,56,43,3,18.3,46,65,0,0,16,36
67,2014,MONROE,17133,55,166.9,52,91,5,15.2,44,71,1,3,15,24
68,2014,MONTGOMERY,17135,61,202.6,49,79,4,13.3,45,77,0,0,16,36
69,2014,MORGAN,17137,149,419.2,32,24,36,101.3,24,13,0,0,16,36
70,2014,MOULTRIE,17139,46,309.8,55,35,2,13.5,47,76,1,6.7,15,9
71,2014,OGLE,17141,133,248.6,34,52,14,26.2,35,54,0,0,16,36
72,2014,PEORIA,17143,1482,794.7,8,2,450,241.3,3,2,2,1.1,14,33
73,2014,PERRY,17145,64,286.4,47,40,6,26.8,43,51,0,0,16,36
74,2014,PIATT,17147,42,251.1,58,50,2,12,47,80,0,0,16,36
75,2014,PIKE,17149,40,243.5,59,55,3,18.3,46,65,1,6.1,15,11
76,2014,POPE,17151,33,738.3,63,6,4,89.5,45,16,0,0,16,36
77,2014,PULASKI,17153,32,519.4,64,18,6,97.4,43,14,0,0,16,36
78,2014,PUTNAM,17155,14,233.1,72,61,0,0,49,92,0,0,16,36
79,2014,RANDOLPH,17157,55,164.3,52,92,8,23.9,41,56,2,6,14,12
80,2014,RICHLAND,17159,46,283.4,55,42,6,37,43,37,0,0,16,36
81,2014,ROCK ISLAND,17161,712,482.6,14,20,79,53.5,17,28,19,12.9,8,6
84,2014,SALINE,17165,108,433.5,39,22,8,32.1,41,45,0,0,16,36
85,2014,SANGAMON,17167,1102,558.1,10,14,358,181.3,8,8,25,12.7,5,7
86,2014,SCHUYLER,17169,6,79.5,79,101,1,13.3,48,77,0,0,16,36
87,2014,SCOTT,17171,12,224.1,74,70,4,74.7,45,19,0,0,16,36
82,2014,SHELBY,17173,31,138.6,65,100,2,8.9,47,87,1,4.5,15,18
83,2014,ST. CLAIR,17163,1994,738.4,5,5,629,232.9,2,3,36,13.3,3,5
88,2014,STARK,17175,14,233.6,72,60,1,16.7,48,69,0,0,16,36
89,2014,STEPHENSON,17177,264,553.3,23,15,57,119.5,20,11,2,4.2,14,20
90,2014,TAZEWELL,17179,389,287.3,20,39,46,34,22,42,4,3,12,24
91,2014,UNION,17181,56,314.5,51,34,5,28.1,44,50,0,0,16,36
92,2014,VERMILION,17183,450,551.3,19,16,173,211.9,13,4,6,7.4,11,8
93,2014,WABASH,17185,28,234.4,66,59,5,41.9,44,35,0,0,16,36
94,2014,WARREN,17187,40,225.9,59,68,3,16.9,46,67,0,0,16,36
95,2014,WASHINGTON,17189,27,183.5,67,87,1,6.8,48,89,0,0,16,36
96,2014,WAYNE,17191,33,196.9,63,82,0,0,49,92,1,6,15,12
